epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8993461728096008,0.2539261281490326,0.8893037438392639,0.3030019998550415
1,0.9031477570533752,0.2463916540145874,0.8837864995002747,0.3081807792186737
